athlete_id,age,gender,height_cm,weight_kg,monthly_income_usd,previously_joined_gym,exercise_plan,balanced_diet,athletics_food_supplements,medical_limitations,smoker,sleeping_habits,workout_prefer_time,frequency_of_play_sports,regular_exercise,preferred_sports,level_of_fittness,motivation_for_workingout
368,28,F,172,67,87235,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Perfect,4.5
125727,23,F,158,67,5353,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Poor,1.5
124459,31,M,162,69,93321,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Average,4
125168,49,F,193,107,89970,yes,no,no,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Average,3
269,34,F,166,66,87561,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Roller scating,Perfect,3.5
123975,19,M,172,81,26238,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Martial arts,Good,3.5
123332,20,M,156,58,18716,no,yes,no,yes,no,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Average,3
125009,43,F,189,92,107742,yes,yes,no,yes,no,FALSE,less than 8 hrs,PM,Once per week,As a group,Roller scating,Good,3.5
196,27,F,169,66,87640,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Running,Perfect,4.5
264,27,F,168,66,84298,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,3.5
125270,50,M,185,78,119417,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Average,4
125881,18,M,171,82,1396,no,no,yes,no,no,FALSE,night regularly,PM,Less often,In a pair,Running,Unfit,1
124892,25,F,187,91,65124,no,yes,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Extreme sports,Good,3.5
123708,18,F,162,68,27669,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Riding a bike,Good,3.5
125458,21,F,151,70,15254,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1
400,34,M,169,69,84916,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Perfect,4
122924,27,M,193,97,65733,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,4
122519,28,F,160,59,66098,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Good,4.5
124103,21,M,181,92,23840,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Average,3.5
124964,40,F,175,64,83388,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Once per week,Alone,Swimming,Good,3.5
110109,24,F,157,56,103,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Running,Perfect,4
124731,34,F,172,78,61025,no,yes,no,yes,no,TRUE,night regularly,AM,Every day,In a pair,Running,Good,3.5
123001,35,M,161,51,82371,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Martial arts,Perfect,4
122878,29,M,192,97,72461,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
122254,33,F,161,53,52168,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
326,30,F,176,68,83921,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4.5
110158,24,F,159,49,19070,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
124964,35,F,168,63,90504,yes,yes,no,yes,no,TRUE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Average,3.5
420,32,F,166,68,85024,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Perfect,3.5
125072,44,F,185,92,121619,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,3.5
122850,25,F,182,80,91865,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Riding a bike,Perfect,4.5
122547,28,F,185,79,61860,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Riding a bike,Perfect,3.5
122496,28,F,161,58,63344,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Roller scating,Perfect,4.5
124146,20,M,183,90,3656,no,yes,yes,yes,no,FALSE,night regularly,AM,Every other day,In a pair,Swimming,Good,3.5
123116,24,F,155,56,15294,yes,no,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Good,3.5
123232,20,M,154,61,8868,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,As a group,Martial arts,Average,3
475,33,F,174,65,70202,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Perfect,4.5
122402,34,F,152,55,74383,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Martial arts,Perfect,4.5
180,33,F,166,68,87528,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Martial arts,Good,4.5
124397,25,M,151,59,94077,yes,yes,no,yes,no,FALSE,night regularly,AM,Once per week,Alone,Swimming,Average,3
124433,34,M,156,58,64854,no,yes,yes,sometimes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Swimming,Good,3.5
519,27,F,170,66,84029,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Martial arts,Perfect,4.5
125180,49,M,197,103,81822,no,yes,yes,yes,yes,TRUE,night regularly,PM,Every day,Alone,Running,Average,4
518,31,M,173,65,73866,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Extreme sports,Good,4.5
124211,19,F,190,96,252,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Good,3.5
554,27,F,173,65,72331,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Good,4.5
123618,19,F,165,71,51203,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Good,3
123459,24,F,161,73,44398,yes,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Every day,As a group,Riding a bike,Average,3.5
125642,18,M,156,67,104,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Roller scating,Average,1
122772,30,M,179,82,68143,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Running,Perfect,4.5
125670,23,F,156,67,24951,no,no,no,sometimes,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Running,Unfit,1.5
125519,24,F,151,66,23474,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Swimming,Poor,1.5
122593,30,M,180,75,97647,yes,no,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Extreme sports,Perfect,4
122416,33,F,157,50,61743,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Perfect,3.5
123917,20,F,173,84,12720,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Good,3.5
125393,20,M,151,67,5978,no,yes,no,sometimes,no,TRUE,less than 8 hrs,PM,Several times per month,In a pair,Roller scating,Poor,1.5
123535,20,M,165,68,32584,yes,yes,yes,sometimes,no,TRUE,night regularly,AM,Every other day,As a group,Martial arts,Good,4
124228,31,M,157,58,63863,no,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,3.5
123799,21,F,160,66,22501,yes,no,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Swimming,Average,3
126258,33,M,194,94,25817,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,As a group,Roller scating,Poor,2
122161,23,F,174,65,5008,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,Alone,Running,Good,4.5
125875,20,F,166,81,1523,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Poor,1
123553,18,M,165,72,7577,yes,yes,yes,yes,no,TRUE,less than 8 hrs,PM,Once per week,In a pair,Martial arts,Average,3.5
122805,27,M,188,76,92319,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Extreme sports,Good,4.5
122508,31,F,160,49,63504,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Perfect,4.5
125608,18,F,158,66,4875,no,no,yes,no,no,TRUE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1
135,28,M,166,69,80106,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4
122153,20,M,173,67,20661,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Swimming,Perfect,4
123545,23,F,164,73,29687,no,yes,yes,sometimes,no,TRUE,night regularly,AM,Once per week,As a group,Martial arts,Good,3
123316,23,M,156,61,12415,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,As a group,Running,Average,4
125484,24,M,154,69,2349,yes,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Unfit,1
123195,22,M,153,60,11636,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,4
125359,19,F,155,68,20512,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1
125879,21,M,170,75,17924,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
129,26,F,174,68,83052,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4
124245,34,F,158,60,74245,yes,no,yes,yes,no,TRUE,night regularly,PM,Every day,In a pair,Martial arts,Average,4
124911,28,F,196,105,63168,no,no,no,sometimes,yes,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,4
124236,25,M,157,61,56048,yes,no,yes,sometimes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,3.5
110048,23,M,163,50,13687,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Perfect,4.5
122914,31,M,196,95,73725,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Running,Good,3.5
504,26,F,175,66,74508,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Perfect,4.5
125615,22,F,158,69,8345,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
124312,26,M,158,61,93210,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Average,3
123778,21,F,168,70,21905,no,no,no,sometimes,no,FALSE,night regularly,PM,Once per week,Alone,Riding a bike,Good,3
124706,30,F,170,79,62484,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Good,3
122178,19,M,167,67,3565,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Swimming,Good,4.5
126066,20,M,181,95,4369,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Riding a bike,Poor,1.5
124269,27,F,154,63,79780,yes,yes,yes,sometimes,no,TRUE,less than 8 hrs,AM,Every other day,In a pair,Martial arts,Good,3
164,25,F,168,65,70862,yes,no,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Swimming,Perfect,3.5
124763,33,F,174,78,70232,yes,yes,yes,yes,no,TRUE,night regularly,PM,Every day,In a pair,Extreme sports,Average,3.5
122941,31,F,192,98,65582,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,4
126029,20,M,187,91,16013,no,no,yes,sometimes,no,TRUE,night regularly,PM,Less often,Alone,Roller scating,Poor,1
124267,27,M,154,60,99173,no,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Swimming,Average,3
125711,23,F,159,70,18444,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Unfit,1.5
122310,29,F,157,55,50213,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Running,Perfect,4.5
123387,21,M,155,57,19833,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Extreme sports,Average,3
125918,21,F,163,75,9759,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
123034,36,F,158,56,92911,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Perfect,4.5
123082,39,M,187,80,112918,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,3.5
124805,28,F,174,78,69168,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Every other day,In a pair,Martial arts,Good,3
125298,52,M,195,98,79471,no,yes,yes,yes,no,TRUE,night regularly,PM,Every other day,Alone,Swimming,Good,4
122502,34,F,158,55,54056,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Roller scating,Perfect,4.5
123662,21,F,163,72,25975,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,As a group,Swimming,Average,4
124515,33,M,163,67,79004,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Average,3.5
123607,19,F,161,66,34349,no,no,no,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Good,4
123501,18,F,162,68,7039,yes,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Average,4
124672,30,M,171,80,54659,no,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Once per week,Alone,Martial arts,Good,3.5
124811,28,F,174,78,64396,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Swimming,Good,3.5
124240,26,F,154,61,75132,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Riding a bike,Average,3.5
123194,21,M,157,59,22249,yes,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Roller scating,Good,4
125497,18,F,155,70,10792,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,As a group,Running,Poor,1.5
125119,51,F,166,63,125291,no,no,yes,sometimes,no,TRUE,night regularly,PM,Every day,Alone,Roller scating,Good,3
123131,23,M,153,59,16409,no,yes,yes,sometimes,no,TRUE,less than 8 hrs,PM,Every other day,As a group,Roller scating,Good,3
125498,20,M,156,69,22793,no,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Less often,In a pair,Roller scating,Poor,1.5
123149,20,F,152,58,1307,no,no,yes,yes,no,TRUE,night regularly,AM,Every day,Alone,Roller scating,Average,3.5
315,26,M,176,65,72689,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Perfect,4.5
281,33,F,174,69,71651,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Running,Perfect,4
123979,21,F,175,83,32047,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Riding a bike,Good,3
124804,30,M,170,78,61511,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Martial arts,Good,3
286,34,M,169,66,70388,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,Alone,Martial arts,Good,4.5
323,28,M,168,69,73044,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,4.5
123069,37,M,170,68,99001,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Running,Perfect,3.5
124761,29,M,175,80,60346,yes,yes,no,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Average,4
123314,22,F,152,64,21262,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Riding a bike,Average,3.5
123173,23,F,157,61,5508,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Running,Good,4
124918,30,M,194,109,66316,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,In a pair,Swimming,Average,3
122817,34,F,185,78,66485,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Good,4
123081,38,F,186,78,89102,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Perfect,3.5
124718,31,M,172,78,64231,no,no,yes,sometimes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Good,3
124956,39,F,170,69,91944,yes,no,yes,yes,no,TRUE,less than 8 hrs,PM,Once per week,Alone,Roller scating,Average,4
126211,32,M,172,82,72406,no,yes,yes,no,yes,TRUE,less than 8 hrs,PM,Several times per month,Alone,Roller scating,Unfit,1
122829,33,F,187,84,82134,yes,no,yes,yes,no,FALSE,night regularly,PM,Every day,As a group,Running,Good,4.5
126375,39,F,194,115,94734,no,no,yes,no,yes,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
122373,27,M,162,49,65971,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,3.5
122857,32,M,188,83,95278,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Riding a bike,Good,4
124525,25,F,168,69,98783,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Running,Good,4
122744,26,F,188,79,50659,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Perfect,4.5
425,31,F,176,69,88574,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Running,Good,4.5
125453,18,M,154,66,10725,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,In a pair,Running,Unfit,1.5
124391,28,F,154,63,82707,yes,yes,no,yes,yes,TRUE,less than 8 hrs,AM,Every day,As a group,Swimming,Good,3.5
125915,21,M,164,70,1096,no,no,yes,no,no,FALSE,night regularly,PM,Less often,Alone,Roller scating,Poor,1.5
122261,32,F,160,53,51810,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Good,4
147,30,M,167,66,84277,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,PM,Every day,Alone,Riding a bike,Good,4.5
124989,42,F,160,67,84404,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,As a group,Running,Average,4
124238,33,M,155,59,91324,no,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Riding a bike,Good,3
122296,27,F,152,56,72850,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Roller scating,Perfect,4.5
124905,27,F,198,107,68746,no,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every other day,In a pair,Swimming,Average,3.5
125026,35,M,181,85,101868,no,no,yes,sometimes,no,TRUE,night regularly,AM,Every day,In a pair,Roller scating,Good,3
123347,20,F,156,60,2041,no,yes,no,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Average,3.5
123125,21,M,152,65,16118,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Swimming,Average,3.5
110129,24,F,164,59,12626,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Extreme sports,Good,4.5
124907,28,M,193,101,71831,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Once per week,Alone,Extreme sports,Average,3
126360,36,F,194,110,79910,no,no,yes,no,yes,TRUE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Unfit,1
122991,33,F,195,95,50945,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Riding a bike,Perfect,4.5
123524,24,F,165,70,32276,no,no,yes,sometimes,no,TRUE,less than 8 hrs,PM,Every day,Alone,Riding a bike,Good,3
123837,18,M,161,71,25461,no,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Once per week,In a pair,Extreme sports,Average,3.5
122893,28,M,196,95,62214,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,4
123601,20,F,167,72,4269,yes,yes,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Average,3.5
124598,34,M,174,80,66661,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Once per week,In a pair,Extreme sports,Good,3.5
110115,19,F,163,57,9971,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,3.5
124541,34,M,162,66,95178,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Average,3
126403,54,F,196,99,124369,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Poor,1.5
125,27,M,166,68,71846,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,As a group,Roller scating,Perfect,3.5
124261,31,F,152,62,86895,yes,yes,yes,yes,no,FALSE,night regularly,AM,Once per week,As a group,Swimming,Good,3
123240,23,M,157,64,18752,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Once per week,As a group,Martial arts,Good,4
123876,19,M,168,71,33220,yes,no,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Average,4
123758,22,F,161,71,41851,yes,yes,yes,yes,no,TRUE,less than 8 hrs,AM,Every day,In a pair,Running,Good,3.5
124483,31,M,161,68,84152,yes,no,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Running,Average,4
526,25,F,169,67,75248,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,4.5
124639,26,F,176,79,69534,yes,no,yes,sometimes,yes,TRUE,night regularly,AM,Once per week,In a pair,Swimming,Average,3
122459,34,M,162,58,56581,yes,no,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Extreme sports,Perfect,4.5
123231,22,F,151,60,12042,yes,yes,no,yes,no,FALSE,less than 8 hrs,AM,Every other day,Alone,Running,Good,3
122720,31,M,179,82,61355,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Perfect,4.5
124157,23,F,186,92,23474,no,no,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Swimming,Good,3.5
123909,21,M,170,81,36660,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Running,Average,3.5
123636,20,F,164,72,27593,yes,yes,yes,sometimes,no,TRUE,night regularly,PM,Every other day,Alone,Riding a bike,Good,4
125929,20,M,168,72,19514,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,As a group,Riding a bike,Poor,1.5
163,26,F,174,69,86744,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,As a group,Riding a bike,Perfect,4
122124,19,F,166,66,14662,yes,yes,yes,yes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Perfect,4.5
386,30,F,172,66,82713,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Good,3.5
272,29,F,169,67,75205,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Running,Good,4.5
124073,23,F,188,88,3269,no,yes,no,yes,no,TRUE,less than 8 hrs,AM,Every other day,Alone,Martial arts,Good,3.5
256,31,F,175,65,86641,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Perfect,4.5
125677,18,M,152,70,22687,no,no,no,no,no,TRUE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,1.5
122608,34,M,182,75,84285,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,As a group,Roller scating,Perfect,4.5
124317,34,M,150,59,87513,no,yes,yes,sometimes,no,TRUE,night regularly,PM,Every day,In a pair,Roller scating,Good,3.5
124960,43,F,165,64,89849,no,no,no,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Good,3
124786,26,M,177,79,68144,no,no,yes,yes,no,FALSE,night regularly,AM,Once per week,In a pair,Swimming,Average,3
122220,22,M,185,78,20041,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Once per week,In a pair,Swimming,Good,3.5
110162,21,F,156,54,5650,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,4.5
125377,19,M,157,69,13559,no,no,no,no,no,FALSE,less than 8 hrs,PM,Less often,In a pair,Riding a bike,Poor,1.5
339,32,F,169,66,70814,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,Alone,Extreme sports,Perfect,4.5
122143,21,F,176,68,1817,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,In a pair,Martial arts,Perfect,4.5
126379,50,M,177,79,113396,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,Alone,Running,Unfit,4
282,26,M,175,66,86415,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Martial arts,Good,4.5
125238,46,F,186,77,118058,no,yes,yes,sometimes,yes,FALSE,less than 8 hrs,AM,Once per week,Alone,Extreme sports,Good,3.5
276,25,M,175,65,74905,yes,yes,yes,yes,no,FALSE,less than 8 hrs,AM,Every day,In a pair,Roller scating,Perfect,4.5
125329,21,M,156,69,18734,no,no,no,sometimes,no,FALSE,less than 8 hrs,PM,Less often,As a group,Roller scating,Poor,1
282,26,F,170,67,82018,yes,yes,yes,yes,no,FALSE,less than 8 hrs,PM,Every day,In a pair,Swimming,Perfect,4.5
123419,19,F,156,58,839,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Running,Average,3
422,25,F,172,68,78962,yes,no,yes,yes,no,FALSE,night regularly,AM,Every day,In a pair,Extreme sports,Perfect,3.5
110169,21,F,161,54,7928,yes,yes,yes,yes,no,FALSE,night regularly,PM,Every day,Alone,Martial arts,Perfect,4.5
123452,19,F,153,57,5484,yes,yes,yes,sometimes,no,FALSE,less than 8 hrs,AM,Once per week,In a pair,Extreme sports,Average,3
123290,20,M,156,65,8675,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every day,As a group,Roller scating,Good,3
125374,19,F,154,68,9509,no,no,no,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Running,Poor,1
122113,23,M,170,65,21754,yes,yes,yes,sometimes,no,FALSE,night regularly,PM,Every day,In a pair,Extreme sports,Perfect,4
124701,31,F,178,80,58746,yes,yes,yes,yes,no,TRUE,night regularly,AM,Every other day,Alone,Swimming,Good,3
397,26,M,174,65,81680,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Swimming,Perfect,4
125116,49,F,160,67,125797,yes,yes,no,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Good,3.5
123804,20,F,160,67,38023,yes,no,yes,sometimes,no,TRUE,night regularly,AM,Every day,Alone,Martial arts,Average,3
125687,20,M,154,66,19257,no,no,yes,no,no,FALSE,less than 8 hrs,PM,Several times per month,Alone,Riding a bike,Poor,1
409,25,F,171,68,87369,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Roller scating,Perfect,4
296,31,F,174,68,88198,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,In a pair,Martial arts,Good,4
122376,28,M,152,56,68312,yes,yes,yes,sometimes,no,FALSE,night regularly,AM,Every day,Alone,Swimming,Good,3.5
163,30,F,167,67,84259,yes,yes,yes,yes,no,FALSE,night regularly,AM,Every day,As a group,Martial arts,Perfect,3.5
124952,35,F,162,63,75953,no,yes,yes,sometimes,no,FALSE,night regularly,AM,Once per week,In a pair,Riding a bike,Average,4
124246,31,F,156,60,60186,no,no,yes,sometimes,no,FALSE,night regularly,AM,Once per week,Alone,Riding a bike,Good,3.5
